TABLE NO.  2
 ETA1        ETA2        ETA3        ETA4        ETA5
  0.0000E+00  4.9544E-01  1.8532E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.9544E-01  1.8532E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.9544E-01  1.8532E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.9544E-01  1.8532E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.9544E-01  1.8532E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.9544E-01  1.8532E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.9544E-01  1.8532E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.9544E-01  1.8532E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.9544E-01  1.8532E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.7429E-01 -7.2006E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.7429E-01 -7.2006E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.7429E-01 -7.2006E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.7429E-01 -7.2006E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.7429E-01 -7.2006E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.7429E-01 -7.2006E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.7429E-01 -7.2006E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.7429E-01 -7.2006E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.7429E-01 -7.2006E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.7429E-01 -7.2006E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -4.5358E-01 -8.4568E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -4.5358E-01 -8.4568E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -4.5358E-01 -8.4568E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -4.5358E-01 -8.4568E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -4.5358E-01 -8.4568E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -4.5358E-01 -8.4568E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -4.5358E-01 -8.4568E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -4.5358E-01 -8.4568E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -4.5358E-01 -8.4568E-02  0.0000E+00  0.0000E+00
  0.0000E+00  7.3581E-01 -2.2338E-01  0.0000E+00  0.0000E+00
  0.0000E+00  7.3581E-01 -2.2338E-01  0.0000E+00  0.0000E+00
  0.0000E+00  7.3581E-01 -2.2338E-01  0.0000E+00  0.0000E+00
  0.0000E+00  7.3581E-01 -2.2338E-01  0.0000E+00  0.0000E+00
  0.0000E+00  7.3581E-01 -2.2338E-01  0.0000E+00  0.0000E+00
  0.0000E+00  7.3581E-01 -2.2338E-01  0.0000E+00  0.0000E+00
  0.0000E+00  7.3581E-01 -2.2338E-01  0.0000E+00  0.0000E+00
  0.0000E+00  7.3581E-01 -2.2338E-01  0.0000E+00  0.0000E+00
  0.0000E+00  7.3581E-01 -2.2338E-01  0.0000E+00  0.0000E+00
  0.0000E+00  7.3581E-01 -2.2338E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.0831E-01  2.7091E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.0831E-01  2.7091E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.0831E-01  2.7091E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.0831E-01  2.7091E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.0831E-01  2.7091E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.0831E-01  2.7091E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.0831E-01  2.7091E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2461E-01 -5.8087E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2461E-01 -5.8087E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2461E-01 -5.8087E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2461E-01 -5.8087E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2461E-01 -5.8087E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2461E-01 -5.8087E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2461E-01 -5.8087E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2461E-01 -5.8087E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2461E-01 -5.8087E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2461E-01 -5.8087E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -7.2940E-02 -1.3548E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -7.2940E-02 -1.3548E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -7.2940E-02 -1.3548E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -7.2940E-02 -1.3548E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -7.2940E-02 -1.3548E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -7.2940E-02 -1.3548E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -7.2940E-02 -1.3548E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -7.2940E-02 -1.3548E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -7.2940E-02 -1.3548E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -3.3931E-01 -1.1253E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -3.3931E-01 -1.1253E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -3.3931E-01 -1.1253E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -3.3931E-01 -1.1253E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -3.3931E-01 -1.1253E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -3.3931E-01 -1.1253E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -3.3931E-01 -1.1253E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -3.3931E-01 -1.1253E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -3.3931E-01 -1.1253E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.8231E-01 -1.5575E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.8231E-01 -1.5575E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.8231E-01 -1.5575E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.8231E-01 -1.5575E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.8231E-01 -1.5575E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.8231E-01 -1.5575E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.8231E-01 -1.5575E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.8231E-01 -1.5575E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.7123E-01 -8.3592E-02  0.0000E+00  0.0000E+00
  0.0000E+00  2.7123E-01 -8.3592E-02  0.0000E+00  0.0000E+00
  0.0000E+00  2.7123E-01 -8.3592E-02  0.0000E+00  0.0000E+00
  0.0000E+00  2.7123E-01 -8.3592E-02  0.0000E+00  0.0000E+00
  0.0000E+00  2.7123E-01 -8.3592E-02  0.0000E+00  0.0000E+00
  0.0000E+00  2.7123E-01 -8.3592E-02  0.0000E+00  0.0000E+00
  0.0000E+00  2.7123E-01 -8.3592E-02  0.0000E+00  0.0000E+00
  0.0000E+00  2.7123E-01 -8.3592E-02  0.0000E+00  0.0000E+00
  0.0000E+00  2.7123E-01 -8.3592E-02  0.0000E+00  0.0000E+00
  0.0000E+00  3.8629E-02 -3.0762E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.8629E-02 -3.0762E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.8629E-02 -3.0762E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.8629E-02 -3.0762E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.8629E-02 -3.0762E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.8629E-02 -3.0762E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.8629E-02 -3.0762E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.8629E-02 -3.0762E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.8629E-02 -3.0762E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.8629E-02 -3.0762E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -4.6185E-01  1.4590E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -4.6185E-01  1.4590E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -4.6185E-01  1.4590E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -4.6185E-01  1.4590E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -4.6185E-01  1.4590E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -4.6185E-01  1.4590E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -4.6185E-01  1.4590E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -4.6185E-01  1.4590E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.7247E-01  4.8411E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.7247E-01  4.8411E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.7247E-01  4.8411E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.7247E-01  4.8411E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.7247E-01  4.8411E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.7247E-01  4.8411E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.7247E-01  4.8411E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.0678E-01 -8.7146E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.0678E-01 -8.7146E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.0678E-01 -8.7146E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.0678E-01 -8.7146E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.0678E-01 -8.7146E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.0678E-01 -8.7146E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.0678E-01 -8.7146E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.0678E-01 -8.7146E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.0678E-01 -8.7146E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.0678E-01 -8.7146E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.3008E-01 -2.9540E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.3008E-01 -2.9540E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.3008E-01 -2.9540E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.3008E-01 -2.9540E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.3008E-01 -2.9540E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.3008E-01 -2.9540E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.3008E-01 -2.9540E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.3008E-01 -2.9540E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.3008E-01 -2.9540E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.3008E-01 -2.9540E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -8.3837E-01  7.7891E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -8.3837E-01  7.7891E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -8.3837E-01  7.7891E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -8.3837E-01  7.7891E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -8.3837E-01  7.7891E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -8.3837E-01  7.7891E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -8.3837E-01  7.7891E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -8.3837E-01  7.7891E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -8.3837E-01  7.7891E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.7681E-01 -3.7411E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.7681E-01 -3.7411E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.7681E-01 -3.7411E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.7681E-01 -3.7411E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.7681E-01 -3.7411E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.7681E-01 -3.7411E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.7681E-01 -3.7411E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.7681E-01 -3.7411E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.7681E-01 -3.7411E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.7681E-01 -3.7411E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.9527E-01  4.0577E-02  0.0000E+00  0.0000E+00
  0.0000E+00  2.9527E-01  4.0577E-02  0.0000E+00  0.0000E+00
  0.0000E+00  2.9527E-01  4.0577E-02  0.0000E+00  0.0000E+00
  0.0000E+00  2.9527E-01  4.0577E-02  0.0000E+00  0.0000E+00
  0.0000E+00  2.9527E-01  4.0577E-02  0.0000E+00  0.0000E+00
  0.0000E+00  2.9527E-01  4.0577E-02  0.0000E+00  0.0000E+00
  0.0000E+00  2.9527E-01  4.0577E-02  0.0000E+00  0.0000E+00
  0.0000E+00  2.9527E-01  4.0577E-02  0.0000E+00  0.0000E+00
  0.0000E+00  2.9527E-01  4.0577E-02  0.0000E+00  0.0000E+00
  0.0000E+00  2.9527E-01  4.0577E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -6.2347E-02  7.6584E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -6.2347E-02  7.6584E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -6.2347E-02  7.6584E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -6.2347E-02  7.6584E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -6.2347E-02  7.6584E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -6.2347E-02  7.6584E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -6.2347E-02  7.6584E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.2924E-01 -1.5482E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -5.2924E-01 -1.5482E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -5.2924E-01 -1.5482E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -5.2924E-01 -1.5482E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -5.2924E-01 -1.5482E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -5.2924E-01 -1.5482E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -5.2924E-01 -1.5482E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -5.2924E-01 -1.5482E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -5.2924E-01 -1.5482E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -5.2924E-01 -1.5482E-02  0.0000E+00  0.0000E+00
  0.0000E+00  8.3803E-02 -1.2512E-01  0.0000E+00  0.0000E+00
  0.0000E+00  8.3803E-02 -1.2512E-01  0.0000E+00  0.0000E+00
  0.0000E+00  8.3803E-02 -1.2512E-01  0.0000E+00  0.0000E+00
  0.0000E+00  8.3803E-02 -1.2512E-01  0.0000E+00  0.0000E+00
  0.0000E+00  8.3803E-02 -1.2512E-01  0.0000E+00  0.0000E+00
  0.0000E+00  8.3803E-02 -1.2512E-01  0.0000E+00  0.0000E+00
  0.0000E+00  8.3803E-02 -1.2512E-01  0.0000E+00  0.0000E+00
  0.0000E+00  8.3803E-02 -1.2512E-01  0.0000E+00  0.0000E+00
  0.0000E+00  8.3803E-02 -1.2512E-01  0.0000E+00  0.0000E+00
  0.0000E+00  8.3803E-02 -1.2512E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.0440E-01 -7.9403E-02  0.0000E+00  0.0000E+00
  0.0000E+00  1.0440E-01 -7.9403E-02  0.0000E+00  0.0000E+00
  0.0000E+00  1.0440E-01 -7.9403E-02  0.0000E+00  0.0000E+00
  0.0000E+00  1.0440E-01 -7.9403E-02  0.0000E+00  0.0000E+00
  0.0000E+00  1.0440E-01 -7.9403E-02  0.0000E+00  0.0000E+00
  0.0000E+00  1.0440E-01 -7.9403E-02  0.0000E+00  0.0000E+00
  0.0000E+00  1.0440E-01 -7.9403E-02  0.0000E+00  0.0000E+00
  0.0000E+00  1.0440E-01 -7.9403E-02  0.0000E+00  0.0000E+00
  0.0000E+00  1.0440E-01 -7.9403E-02  0.0000E+00  0.0000E+00
  0.0000E+00  1.0440E-01 -7.9403E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -1.3316E-01  1.0498E+00  0.0000E+00  0.0000E+00
  0.0000E+00 -1.3316E-01  1.0498E+00  0.0000E+00  0.0000E+00
  0.0000E+00 -1.3316E-01  1.0498E+00  0.0000E+00  0.0000E+00
  0.0000E+00 -1.3316E-01  1.0498E+00  0.0000E+00  0.0000E+00
  0.0000E+00 -1.3316E-01  1.0498E+00  0.0000E+00  0.0000E+00
  0.0000E+00 -1.3316E-01  1.0498E+00  0.0000E+00  0.0000E+00
  0.0000E+00 -1.3316E-01  1.0498E+00  0.0000E+00  0.0000E+00
  0.0000E+00 -3.8980E-01 -6.3693E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -3.8980E-01 -6.3693E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -3.8980E-01 -6.3693E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -3.8980E-01 -6.3693E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -3.8980E-01 -6.3693E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -3.8980E-01 -6.3693E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -3.8980E-01 -6.3693E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -3.8980E-01 -6.3693E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -3.8980E-01 -6.3693E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -3.8980E-01 -6.3693E-02  0.0000E+00  0.0000E+00
  0.0000E+00  4.1943E-01  9.1668E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1943E-01  9.1668E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1943E-01  9.1668E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1943E-01  9.1668E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1943E-01  9.1668E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1943E-01  9.1668E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1943E-01  9.1668E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1943E-01  9.1668E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1679E-01  4.9794E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1679E-01  4.9794E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1679E-01  4.9794E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1679E-01  4.9794E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1679E-01  4.9794E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1679E-01  4.9794E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1679E-01  4.9794E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1679E-01  4.9794E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1679E-01  4.9794E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1679E-01  4.9794E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -8.8695E-02 -2.3902E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -8.8695E-02 -2.3902E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -8.8695E-02 -2.3902E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -8.8695E-02 -2.3902E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -8.8695E-02 -2.3902E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -8.8695E-02 -2.3902E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -8.8695E-02 -2.3902E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -8.8695E-02 -2.3902E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -8.8695E-02 -2.3902E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -8.8695E-02 -2.3902E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.7685E-01  6.6791E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.7685E-01  6.6791E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.7685E-01  6.6791E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.7685E-01  6.6791E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.7685E-01  6.6791E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.7685E-01  6.6791E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.7685E-01  6.6791E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.7685E-01  6.6791E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1483E-01  4.4312E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1483E-01  4.4312E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1483E-01  4.4312E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1483E-01  4.4312E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1483E-01  4.4312E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1483E-01  4.4312E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1483E-01  4.4312E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1483E-01  4.4312E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1483E-01  4.4312E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1483E-01  4.4312E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.6901E-01  4.1386E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.6901E-01  4.1386E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.6901E-01  4.1386E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.6901E-01  4.1386E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.6901E-01  4.1386E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.6901E-01  4.1386E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.6901E-01  4.1386E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.6901E-01  4.1386E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.6901E-01  4.1386E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.6901E-01  4.1386E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -4.1879E-01  3.1904E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -4.1879E-01  3.1904E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -4.1879E-01  3.1904E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -4.1879E-01  3.1904E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -4.1879E-01  3.1904E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -4.1879E-01  3.1904E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -4.1879E-01  3.1904E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -4.1879E-01  3.1904E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -4.1879E-01  3.1904E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -4.1879E-01  3.1904E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.4048E-01 -2.1878E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.4048E-01 -2.1878E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.4048E-01 -2.1878E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.4048E-01 -2.1878E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.4048E-01 -2.1878E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.4048E-01 -2.1878E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.4048E-01 -2.1878E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.4048E-01 -2.1878E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.4048E-01 -2.1878E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.4048E-01 -2.1878E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.0680E-01  6.0560E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.0680E-01  6.0560E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.0680E-01  6.0560E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.0680E-01  6.0560E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.0680E-01  6.0560E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.0680E-01  6.0560E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.0680E-01  6.0560E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.0680E-01  6.0560E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.5119E-01 -3.5792E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.5119E-01 -3.5792E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.5119E-01 -3.5792E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.5119E-01 -3.5792E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.5119E-01 -3.5792E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.5119E-01 -3.5792E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.5119E-01 -3.5792E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.5119E-01 -3.5792E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.5119E-01 -3.5792E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.5119E-01 -3.5792E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.2746E-01  9.8263E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.2746E-01  9.8263E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.2746E-01  9.8263E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.2746E-01  9.8263E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.2746E-01  9.8263E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.2746E-01  9.8263E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.2746E-01  9.8263E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.2746E-01  9.8263E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.5162E-01  2.4461E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.5162E-01  2.4461E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.5162E-01  2.4461E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.5162E-01  2.4461E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.5162E-01  2.4461E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.5162E-01  2.4461E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.5162E-01  2.4461E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.5162E-01  2.4461E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.5162E-01  2.4461E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.5162E-01  2.4461E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.2615E-01 -5.3527E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -1.2615E-01 -5.3527E-02  0.0000E+00  0.0000E+00
