TABLE NO.  1
 ROW         KA          V2          V3          CL          Q           IPRED       Y           DV          PRED        RES         WRES
  8.2500E+02  2.2156E+00  6.1820E+01  1.5950E+02  8.4327E+00  8.4355E+00  3.4840E-01  3.4840E-01  3.9695E-01  2.9059E-01  1.0636E-01  6.2603E-01
  8.2600E+02  2.2156E+00  6.1820E+01  1.5950E+02  8.4327E+00  8.4355E+00  2.9455E-01  2.9455E-01  2.7912E-01  2.4645E-01  3.2668E-02 -1.2476E-01
  8.2700E+02  2.2156E+00  6.1820E+01  1.5950E+02  8.4327E+00  8.4355E+00  1.8593E-01  1.8593E-01  2.3177E-01  1.5604E-01  7.5725E-02  1.1351E+00
  8.3200E+02  2.2156E+00  8.5916E+01  1.5950E+02  1.0327E+01  8.4355E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  8.3400E+02  2.2156E+00  8.5916E+01  1.5950E+02  1.0327E+01  8.4355E+00  1.6934E-01  1.6934E-01  1.6338E-01  1.9366E-01 -3.0277E-02 -1.0324E-01
  8.3500E+02  2.2156E+00  8.5916E+01  1.5950E+02  1.0327E+01  8.4355E+00  2.4778E-01  2.4778E-01  1.1719E-01  2.8056E-01 -1.6337E-01 -1.5739E+00
  8.3600E+02  2.2156E+00  8.5916E+01  1.5950E+02  1.0327E+01  8.4355E+00  2.6096E-01  2.6096E-01  3.6980E-01  2.8573E-01  8.4066E-02  1.2352E+00
  8.3700E+02  2.2156E+00  8.5916E+01  1.5950E+02  1.0327E+01  8.4355E+00  1.7635E-01  1.7635E-01  1.7491E-01  1.7826E-01 -3.3544E-03 -6.5484E-02
  8.4200E+02  2.2156E+00  7.8387E+01  1.5950E+02  2.4936E+01  8.4355E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  8.4300E+02  2.2156E+00  7.8387E+01  1.5950E+02  2.4936E+01  8.4355E+00  6.6502E-02  6.6502E-02  5.3930E-02  7.0401E-02 -1.6471E-02 -5.7314E-01
  8.4400E+02  2.2156E+00  7.8387E+01  1.5950E+02  2.4936E+01  8.4355E+00  2.1449E-01  2.1449E-01  2.3465E-01  2.3457E-01  8.4916E-05  1.5248E-01
  8.4500E+02  2.2156E+00  7.8387E+01  1.5950E+02  2.4936E+01  8.4355E+00  2.5752E-01  2.5752E-01  3.1535E-01  3.0114E-01  1.4211E-02  3.2889E-01
  8.4600E+02  2.2156E+00  7.8387E+01  1.5950E+02  2.4936E+01  8.4355E+00  1.9730E-01  1.9730E-01  1.9010E-01  2.6386E-01 -7.3760E-02 -6.8596E-01
  8.4700E+02  2.2156E+00  7.8387E+01  1.5950E+02  2.4936E+01  8.4355E+00  8.8233E-02  8.8233E-02  7.3228E-02  1.6115E-01 -8.7919E-02 -1.3133E+00
  8.5200E+02  2.2156E+00  1.1218E+02  1.5950E+02  2.6120E+01  8.4355E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  8.5400E+02  2.2156E+00  1.1218E+02  1.5950E+02  2.6120E+01  8.4355E+00  1.7234E-01  1.7234E-01  1.2818E-01  2.5837E-01 -1.3019E-01 -9.8087E-01
  8.5500E+02  2.2156E+00  1.1218E+02  1.5950E+02  2.6120E+01  8.4355E+00  1.9326E-01  1.9326E-01  1.9893E-01  2.8849E-01 -8.9565E-02 -4.1633E-01
  8.5600E+02  2.2156E+00  1.1218E+02  1.5950E+02  2.6120E+01  8.4355E+00  1.5617E-01  1.5617E-01  1.8766E-01  2.3162E-01 -4.3960E-02 -4.8499E-02
  8.5700E+02  2.2156E+00  1.1218E+02  1.5950E+02  2.6120E+01  8.4355E+00  8.8963E-02  8.8963E-02  6.9117E-02  1.3135E-01 -6.2233E-02 -1.0271E+00
  8.6200E+02  2.2156E+00  2.0131E+02  1.5950E+02  1.5522E+01  8.4355E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  8.6400E+02  2.2156E+00  2.0131E+02  1.5950E+02  1.5522E+01  8.4355E+00  1.1216E-01  1.1216E-01  8.3666E-02  2.7874E-01 -1.9507E-01 -1.0922E+00
  8.6500E+02  2.2156E+00  2.0131E+02  1.5950E+02  1.5522E+01  8.4355E+00  1.2535E-01  1.2535E-01  1.5478E-01  2.9125E-01 -1.3647E-01 -4.5184E-01
  8.6600E+02  2.2156E+00  2.0131E+02  1.5950E+02  1.5522E+01  8.4355E+00  1.2034E-01  1.2034E-01  6.3504E-02  2.3521E-01 -1.7170E-01 -1.5539E+00
  8.6700E+02  2.2156E+00  2.0131E+02  1.5950E+02  1.5522E+01  8.4355E+00  9.8209E-02  9.8209E-02  8.5747E-02  1.3883E-01 -5.3085E-02 -8.7201E-01
  8.6900E+02  2.2156E+00  2.0131E+02  1.5950E+02  1.5522E+01  8.4355E+00  4.5711E-02  4.5711E-02  5.2503E-02  2.8853E-02  2.3650E-02  1.4948E+00
  8.7200E+02  2.2156E+00  1.0993E+02  1.5950E+02  2.2837E+01  8.4355E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  8.7300E+02  2.2156E+00  1.0993E+02  1.5950E+02  2.2837E+01  8.4355E+00  1.0619E-01  1.0619E-01  1.1687E-01  1.5626E-01 -3.9386E-02 -1.2103E-02
  8.7400E+02  2.2156E+00  1.0993E+02  1.5950E+02  2.2837E+01  8.4355E+00  1.7890E-01  1.7890E-01  1.9397E-01  2.6246E-01 -6.8488E-02 -1.5082E-01
  8.7500E+02  2.2156E+00  1.0993E+02  1.5950E+02  2.2837E+01  8.4355E+00  1.9861E-01  1.9861E-01  1.9485E-01  2.8923E-01 -9.4380E-02 -4.2445E-01
  8.7600E+02  2.2156E+00  1.0993E+02  1.5950E+02  2.2837E+01  8.4355E+00  1.5903E-01  1.5903E-01  5.0287E-02  2.2916E-01 -1.7887E-01 -1.9759E+00
  8.7700E+02  2.2156E+00  1.0993E+02  1.5950E+02  2.2837E+01  8.4355E+00  9.7251E-02  9.7251E-02  1.0055E-01  1.3851E-01 -3.7960E-02 -2.2072E-01
  8.8200E+02  2.2156E+00  8.4393E+01  1.5950E+02  1.6674E+01  8.4355E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  8.8400E+02  2.2156E+00  8.4393E+01  1.5950E+02  1.6674E+01  8.4355E+00  2.1055E-01  2.1055E-01  2.0976E-01  2.4032E-01 -3.0558E-02 -1.1416E-01
  8.8500E+02  2.2156E+00  8.4393E+01  1.5950E+02  1.6674E+01  8.4355E+00  2.6071E-01  2.6071E-01  3.3665E-01  3.0192E-01  3.4725E-02  6.7105E-01
  8.8600E+02  2.2156E+00  8.4393E+01  1.5950E+02  1.6674E+01  8.4355E+00  2.2497E-01  2.2497E-01  1.1558E-01  2.6735E-01 -1.5177E-01 -1.6005E+00
  8.8700E+02  2.2156E+00  8.4393E+01  1.5950E+02  1.6674E+01  8.4355E+00  1.3296E-01  1.3296E-01  1.2248E-01  1.6853E-01 -4.6046E-02 -5.1239E-01
  8.8800E+02  2.2156E+00  8.4393E+01  1.5950E+02  1.6674E+01  8.4355E+00  5.1567E-02  5.1567E-02  5.6566E-02  7.4276E-02 -1.7710E-02 -1.3563E-01
  8.9200E+02  2.2156E+00  1.4872E+02  1.5950E+02  1.4673E+01  8.4355E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  8.9300E+02  2.2156E+00  1.4872E+02  1.5950E+02  1.4673E+01  8.4355E+00  7.0527E-02  7.0527E-02  7.2752E-02  1.3861E-01 -6.5856E-02 -1.7687E-01
  8.9400E+02  2.2156E+00  1.4872E+02  1.5950E+02  1.4673E+01  8.4355E+00  1.4408E-01  1.4408E-01  1.8071E-01  2.7238E-01 -9.1669E-02  1.2097E-03
  8.9500E+02  2.2156E+00  1.4872E+02  1.5950E+02  1.4673E+01  8.4355E+00  1.6314E-01  1.6314E-01  8.6114E-02  2.9587E-01 -2.0975E-01 -1.3386E+00
  8.9600E+02  2.2156E+00  1.4872E+02  1.5950E+02  1.4673E+01  8.4355E+00  1.5596E-01  1.5596E-01  6.6699E-02  2.5071E-01 -1.8401E-01 -1.6327E+00
  8.9700E+02  2.2156E+00  1.4872E+02  1.5950E+02  1.4673E+01  8.4355E+00  1.1856E-01  1.1856E-01  1.3774E-01  1.4935E-01 -1.1607E-02  1.6918E-01
  9.0200E+02  2.2156E+00  6.7823E+01  1.5950E+02  1.4777E+01  8.4355E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  9.0300E+02  2.2156E+00  6.7823E+01  1.5950E+02  1.4777E+01  8.4355E+00  7.8463E-02  7.8463E-02  7.1078E-02  7.1407E-02 -3.2879E-04 -5.0250E-01
  9.0400E+02  2.2156E+00  6.7823E+01  1.5950E+02  1.4777E+01  8.4355E+00  7.6029E-01  7.6029E-01  6.9813E-01  6.9914E-01 -1.0061E-03 -4.2312E-01
  9.0500E+02  2.2156E+00  6.7823E+01  1.5950E+02  1.4777E+01  8.4355E+00  1.0304E+00  1.0304E+00  1.2559E+00  9.6278E-01  2.9312E-01  6.5460E-01
  9.0600E+02  2.2156E+00  6.7823E+01  1.5950E+02  1.4777E+01  8.4355E+00  9.2404E-01  9.2404E-01  1.1848E+00  9.0194E-01  2.8286E-01  8.1179E-01
  9.0700E+02  2.2156E+00  6.7823E+01  1.5950E+02  1.4777E+01  8.4355E+00  5.1616E-01  5.1616E-01  4.3703E-01  5.5463E-01 -1.1760E-01 -6.8792E-01
  9.0800E+02  2.2156E+00  6.7823E+01  1.5950E+02  1.4777E+01  8.4355E+00  1.7049E-01  1.7049E-01  1.3704E-01  2.1464E-01 -7.7597E-02 -5.5166E-01
  9.0900E+02  2.2156E+00  6.7823E+01  1.5950E+02  1.4777E+01  8.4355E+00  8.7348E-02  8.7348E-02  1.0741E-01  1.1430E-01 -6.8941E-03  4.5861E-01
  9.1000E+02  2.2156E+00  6.7823E+01  1.5950E+02  1.4777E+01  8.4355E+00  5.6319E-02  5.6319E-02  6.0968E-02  7.1052E-02 -1.0084E-02  1.0719E-01
  9.1200E+02  2.2156E+00  1.1633E+02  1.5950E+02  1.4373E+01  8.4355E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  9.1300E+02  2.2156E+00  1.1633E+02  1.5950E+02  1.4373E+01  8.4355E+00  2.8433E-01  2.8433E-01  2.4245E-01  4.3938E-01 -1.9693E-01 -5.6993E-01
  9.1400E+02  2.2156E+00  1.1633E+02  1.5950E+02  1.4373E+01  8.4355E+00  5.8886E-01  5.8886E-01  3.6640E-01  8.8787E-01 -5.2147E-01 -1.2189E+00
  9.1500E+02  2.2156E+00  1.1633E+02  1.5950E+02  1.4373E+01  8.4355E+00  6.7991E-01  6.7991E-01  8.1816E-01  9.8538E-01 -1.6722E-01  4.8989E-02
  9.1600E+02  2.2156E+00  1.1633E+02  1.5950E+02  1.4373E+01  8.4355E+00  6.0934E-01  6.0934E-01  6.1674E-01  8.0961E-01 -1.9287E-01 -3.4478E-01
  9.1700E+02  2.2156E+00  1.1633E+02  1.5950E+02  1.4373E+01  8.4355E+00  4.1394E-01  4.1394E-01  5.7963E-01  4.5818E-01  1.2145E-01  9.4030E-01
  9.1800E+02  2.2156E+00  1.1633E+02  1.5950E+02  1.4373E+01  8.4355E+00  2.0747E-01  2.0747E-01  9.6130E-02  1.7847E-01 -8.2337E-02 -1.7815E+00
  9.1900E+02  2.2156E+00  1.1633E+02  1.5950E+02  1.4373E+01  8.4355E+00  1.2409E-01  1.2409E-01  1.4476E-01  1.0078E-01  4.3978E-02  8.0686E-01
  9.2000E+02  2.2156E+00  1.1633E+02  1.5950E+02  1.4373E+01  8.4355E+00  7.4824E-02  7.4824E-02  7.7275E-02  6.6422E-02  1.0853E-02  3.6128E-01
  9.2200E+02  2.2156E+00  8.4140E+01  1.5950E+02  1.2929E+01  8.4355E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  9.2400E+02  2.2156E+00  8.4140E+01  1.5950E+02  1.2929E+01  8.4355E+00  5.5111E-01  5.5111E-01  4.1137E-01  6.1778E-01 -2.0641E-01 -9.0490E-01
  9.2500E+02  2.2156E+00  8.4140E+01  1.5950E+02  1.2929E+01  8.4355E+00  8.7120E-01  8.7120E-01  1.2466E+00  9.6339E-01  2.8321E-01  1.1002E+00
  9.2600E+02  2.2156E+00  8.4140E+01  1.5950E+02  1.2929E+01  8.4355E+00  8.4775E-01  8.4775E-01  6.7687E-01  9.1152E-01 -2.3465E-01 -7.7401E-01
  9.2700E+02  2.2156E+00  8.4140E+01  1.5950E+02  1.2929E+01  8.4355E+00  5.4186E-01  5.4186E-01  5.4053E-01  5.4198E-01 -1.4543E-03 -4.3253E-02
  9.2800E+02  2.2156E+00  8.4140E+01  1.5950E+02  1.2929E+01  8.4355E+00  2.3174E-01  2.3174E-01  2.2388E-01  2.0698E-01  1.6898E-02 -1.0436E-01
  9.2900E+02  2.2156E+00  8.4140E+01  1.5950E+02  1.2929E+01  8.4355E+00  1.2996E-01  1.2996E-01  1.5922E-01  1.1216E-01  4.7059E-02  6.9175E-01
  9.3000E+02  2.2156E+00  8.4140E+01  1.5950E+02  1.2929E+01  8.4355E+00  7.7503E-02  7.7503E-02  8.5794E-02  6.8821E-02  1.6973E-02  2.5230E-01
  9.3100E+02  2.2156E+00  8.4140E+01  1.5950E+02  1.2929E+01  8.4355E+00  5.9488E-02  5.9488E-02  5.8996E-02  5.4084E-02  4.9116E-03 -1.4538E-01
  9.3200E+02  2.2156E+00  7.3305E+01  1.5950E+02  1.6869E+01  8.4355E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  9.3300E+02  2.2156E+00  7.3305E+01  1.5950E+02  1.6869E+01  8.4355E+00  1.5796E-01  1.5796E-01  1.8570E-01  1.5543E-01  3.0271E-02  5.1508E-01
  9.3400E+02  2.2156E+00  7.3305E+01  1.5950E+02  1.6869E+01  8.4355E+00  8.2326E-01  8.2326E-01  7.8420E-01  8.1771E-01 -3.3505E-02 -1.6303E-01
  9.3500E+02  2.2156E+00  7.3305E+01  1.5950E+02  1.6869E+01  8.4355E+00  9.6711E-01  9.6711E-01  9.2287E-01  9.7568E-01 -5.2811E-02 -1.9149E-01
  9.3600E+02  2.2156E+00  7.3305E+01  1.5950E+02  1.6869E+01  8.4355E+00  7.7459E-01  7.7459E-01  8.9822E-01  8.0726E-01  9.0964E-02  3.9948E-01
  9.3700E+02  2.2156E+00  7.3305E+01  1.5950E+02  1.6869E+01  8.4355E+00  4.2445E-01  4.2445E-01  4.1685E-01  4.7250E-01 -5.5650E-02 -2.8807E-01
  9.3800E+02  2.2156E+00  7.3305E+01  1.5950E+02  1.6869E+01  8.4355E+00  1.4899E-01  1.4899E-01  1.6721E-01  1.8438E-01 -1.7166E-02  2.0215E-02
  9.3900E+02  2.2156E+00  7.3305E+01  1.5950E+02  1.6869E+01  8.4355E+00  7.4864E-02  7.4864E-02  6.9434E-02  9.6276E-02 -2.6842E-02 -3.8114E-01
  9.4000E+02  2.2156E+00  7.3305E+01  1.5950E+02  1.6869E+01  8.4355E+00  4.7844E-02  4.7844E-02  5.5867E-02  6.0894E-02 -5.0266E-03  1.3456E-01
  9.4200E+02  2.2156E+00  6.6213E+01  1.5950E+02  9.7510E+00  8.4355E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  9.4300E+02  2.2156E+00  6.6213E+01  1.5950E+02  9.7510E+00  8.4355E+00  5.0244E-01  5.0244E-01  4.1915E-01  4.4591E-01 -2.6765E-02 -5.5514E-01
  9.4400E+02  2.2156E+00  6.6213E+01  1.5950E+02  9.7510E+00  8.4355E+00  1.0249E+00  1.0249E+00  1.4710E+00  9.0855E-01  5.6245E-01  1.7170E+00
  9.4500E+02  2.2156E+00  6.6213E+01  1.5950E+02  9.7510E+00  8.4355E+00  1.1118E+00  1.1118E+00  8.2051E-01  9.8474E-01 -1.6423E-01 -8.5612E-01
  9.4600E+02  2.2156E+00  6.6213E+01  1.5950E+02  9.7510E+00  8.4355E+00  1.0004E+00  1.0004E+00  1.0833E+00  8.8221E-01  2.0109E-01  4.8604E-01
  9.4700E+02  2.2156E+00  6.6213E+01  1.5950E+02  9.7510E+00  8.4355E+00  6.3398E-01  6.3398E-01  5.1144E-01  5.5265E-01 -4.1207E-02 -5.2228E-01
  9.4800E+02  2.2156E+00  6.6213E+01  1.5950E+02  9.7510E+00  8.4355E+00  2.7472E-01  2.7472E-01  2.8799E-01  2.3068E-01  5.7305E-02  4.1042E-01
  9.4900E+02  2.2156E+00  6.6213E+01  1.5950E+02  9.7510E+00  8.4355E+00  1.5947E-01  1.5947E-01  1.4043E-01  1.2801E-01  1.2419E-02 -2.4288E-01
  9.5000E+02  2.2156E+00  6.6213E+01  1.5950E+02  9.7510E+00  8.4355E+00  1.0308E-01  1.0308E-01  1.2127E-01  7.8443E-02  4.2827E-02  7.8040E-01
  9.5100E+02  2.2156E+00  6.6213E+01  1.5950E+02  9.7510E+00  8.4355E+00  8.3186E-02  8.3186E-02  1.0272E-01  6.1512E-02  4.1208E-02  1.0091E+00
  9.5200E+02  2.2156E+00  4.5717E+01  1.5950E+02  1.3254E+01  8.4355E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  9.5300E+02  2.2156E+00  4.5717E+01  1.5950E+02  1.3254E+01  8.4355E+00  8.2821E-01  8.2821E-01  1.0148E+00  5.1753E-01  4.9727E-01  1.4997E+00
  9.5400E+02  2.2156E+00  4.5717E+01  1.5950E+02  1.3254E+01  8.4355E+00  1.4200E+00  1.4200E+00  1.5490E+00  9.3246E-01  6.1654E-01  8.9698E-01
  9.5500E+02  2.2156E+00  4.5717E+01  1.5950E+02  1.3254E+01  8.4355E+00  1.3764E+00  1.3764E+00  1.4027E+00  9.5728E-01  4.4542E-01  4.0140E-01
  9.5600E+02  2.2156E+00  4.5717E+01  1.5950E+02  1.3254E+01  8.4355E+00  9.7034E-01  9.7034E-01  1.2307E+00  7.6811E-01  4.6259E-01  1.1316E+00
  9.5700E+02  2.2156E+00  4.5717E+01  1.5950E+02  1.3254E+01  8.4355E+00  3.9181E-01  3.9181E-01  3.7568E-01  4.0840E-01 -3.2717E-02 -4.4363E-01
  9.5800E+02  2.2156E+00  4.5717E+01  1.5950E+02  1.3254E+01  8.4355E+00  1.2229E-01  1.2229E-01  1.4147E-01  1.5451E-01 -1.3038E-02  3.7804E-01
  9.5900E+02  2.2156E+00  4.5717E+01  1.5950E+02  1.3254E+01  8.4355E+00  7.7325E-02  7.7325E-02  7.8357E-02  8.3555E-02 -5.1979E-03  2.3072E-01
  9.6300E+02  2.2156E+00  1.0119E+02  1.5950E+02  3.8776E+00  8.4355E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  9.6400E+02  2.2156E+00  1.0119E+02  1.5950E+02  3.8776E+00  8.4355E+00  3.3226E-01  3.3226E-01  3.4041E-01  4.4208E-01 -1.0167E-01  2.3325E-01
  9.6500E+02  2.2156E+00  1.0119E+02  1.5950E+02  3.8776E+00  8.4355E+00  6.9403E-01  6.9403E-01  3.9846E-01  8.7800E-01 -4.7954E-01 -1.1845E+00
  9.6600E+02  2.2156E+00  1.0119E+02  1.5950E+02  3.8776E+00  8.4355E+00  8.0295E-01  8.0295E-01  7.6960E-01  9.6689E-01 -1.9729E-01 -2.4940E-01
  9.6700E+02  2.2156E+00  1.0119E+02  1.5950E+02  3.8776E+00  8.4355E+00  8.1845E-01  8.1845E-01  1.0476E+00  8.3768E-01  2.0992E-01  6.8482E-01
  9.6800E+02  2.2156E+00  1.0119E+02  1.5950E+02  3.8776E+00  8.4355E+00  6.6472E-01  6.6472E-01  8.1882E-01  4.6555E-01  3.5327E-01  3.9377E-01
  9.6900E+02  2.2156E+00  1.0119E+02  1.5950E+02  3.8776E+00  8.4355E+00  4.5628E-01  4.5628E-01  3.6466E-01  1.6967E-01  1.9499E-01 -2.4600E+00
  9.7000E+02  2.2156E+00  1.0119E+02  1.5950E+02  3.8776E+00  8.4355E+00  3.4210E-01  3.4210E-01  5.7353E-01  8.7899E-02  4.8563E-01  7.3322E+00
  9.7100E+02  2.2156E+00  1.0119E+02  1.5950E+02  3.8776E+00  8.4355E+00  2.5665E-01  2.5665E-01  3.6034E-01  5.5252E-02  3.0509E-01  7.3728E+00
  9.7200E+02  2.2156E+00  1.0119E+02  1.5950E+02  3.8776E+00  8.4355E+00  2.1480E-01  2.1480E-01  1.5444E-01  4.3282E-02  1.1116E-01 -8.2068E-01
  9.7300E+02  2.2156E+00  8.4651E+01  1.5950E+02  1.2410E+01  8.4355E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  9.7400E+02  2.2156E+00  8.4651E+01  1.5950E+02  1.2410E+01  8.4355E+00  2.5001E-01  2.5001E-01  3.4346E-01  2.8361E-01  5.9851E-02  1.1443E+00
  9.7500E+02  2.2156E+00  8.4651E+01  1.5950E+02  1.2410E+01  8.4355E+00  6.3452E-01  6.3452E-01  5.0309E-01  7.1855E-01 -2.1546E-01 -5.5814E-01
  9.7700E+02  2.2156E+00  8.4651E+01  1.5950E+02  1.2410E+01  8.4355E+00  7.9346E-01  7.9346E-01  5.0655E-01  8.8575E-01 -3.7920E-01 -1.1113E+00
  9.7800E+02  2.2156E+00  8.4651E+01  1.5950E+02  1.2410E+01  8.4355E+00  4.9675E-01  4.9675E-01  5.0600E-01  5.4477E-01 -3.8772E-02  2.0191E-02
  9.7900E+02  2.2156E+00  8.4651E+01  1.5950E+02  1.2410E+01  8.4355E+00  2.2325E-01  2.2325E-01  1.7730E-01  2.4179E-01 -6.4486E-02 -6.5647E-01
  9.8000E+02  2.2156E+00  8.4651E+01  1.5950E+02  1.2410E+01  8.4355E+00  1.2702E-01  1.2702E-01  1.4582E-01  1.4015E-01  5.6738E-03  3.3299E-01
  9.8100E+02  2.2156E+00  8.4651E+01  1.5950E+02  1.2410E+01  8.4355E+00  7.9329E-02  7.9329E-02  1.0582E-01  9.1390E-02  1.4430E-02  8.0575E-01
  9.8200E+02  2.2156E+00  8.4651E+01  1.5950E+02  1.2410E+01  8.4355E+00  6.1742E-02  6.1742E-02  5.1117E-02  7.3095E-02 -2.1978E-02 -4.4501E-01
  9.8300E+02  2.2156E+00  6.1172E+01  1.5950E+02  1.0899E+01  8.4355E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  9.8400E+02  2.2156E+00  6.1172E+01  1.5950E+02  1.0899E+01  8.4355E+00  2.8016E-01  2.8016E-01  2.2265E-01  2.3044E-01 -7.7943E-03 -7.9377E-01
  9.8500E+02  2.2156E+00  6.1172E+01  1.5950E+02  1.0899E+01  8.4355E+00  9.4376E-01  9.4376E-01  1.2250E+00  7.8638E-01  4.3862E-01  1.2753E+00
  9.8600E+02  2.2156E+00  6.1172E+01  1.5950E+02  1.0899E+01  8.4355E+00  1.1844E+00  1.1844E+00  1.0062E+00  1.0144E+00 -8.1983E-03 -4.8261E-01
  9.8700E+02  2.2156E+00  6.1172E+01  1.5950E+02  1.0899E+01  8.4355E+00  9.7604E-01  9.7604E-01  1.2209E+00  8.8328E-01  3.3762E-01  9.3776E-01
  9.8800E+02  2.2156E+00  6.1172E+01  1.5950E+02  1.0899E+01  8.4355E+00  5.3276E-01  5.3276E-01  4.9138E-01  5.4225E-01 -5.0869E-02 -4.0002E-01
  9.8900E+02  2.2156E+00  6.1172E+01  1.5950E+02  1.0899E+01  8.4355E+00  2.1056E-01  2.1056E-01  2.0166E-01  2.4754E-01 -4.5880E-02 -2.4897E-01
  9.9000E+02  2.2156E+00  6.1172E+01  1.5950E+02  1.0899E+01  8.4355E+00  1.2244E-01  1.2244E-01  1.2758E-01  1.4651E-01 -1.8928E-02  1.7913E-02
  9.9200E+02  2.2156E+00  6.1172E+01  1.5950E+02  1.0899E+01  8.4355E+00  6.8853E-02  6.8853E-02  8.2743E-02  7.5674E-02  7.0685E-03  4.0579E-01
  9.9300E+02  2.2156E+00  7.0500E+01  1.5950E+02  1.3096E+01  8.4355E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  9.9400E+02  2.2156E+00  7.0500E+01  1.5950E+02  1.3096E+01  8.4355E+00  2.9636E-01  2.9636E-01  2.0414E-01  2.7974E-01 -7.5599E-02 -1.2233E+00
  9.9500E+02  2.2156E+00  7.0500E+01  1.5950E+02  1.3096E+01  8.4355E+00  9.0948E-01  9.0948E-01  1.0995E+00  8.5213E-01  2.4737E-01  6.1053E-01
  9.9600E+02  2.2156E+00  7.0500E+01  1.5950E+02  1.3096E+01  8.4355E+00  1.0349E+00  1.0349E+00  1.2230E+00  9.6074E-01  2.6226E-01  5.7414E-01
  9.9700E+02  2.2156E+00  7.0500E+01  1.5950E+02  1.3096E+01  8.4355E+00  8.4206E-01  8.4206E-01  9.0808E-01  7.5989E-01  1.4819E-01  3.1313E-01
  9.9800E+02  2.2156E+00  7.0500E+01  1.5950E+02  1.3096E+01  8.4355E+00  4.8716E-01  4.8716E-01  4.7622E-01  4.1639E-01  5.9827E-02  5.1807E-02
  9.9900E+02  2.2156E+00  7.0500E+01  1.5950E+02  1.3096E+01  8.4355E+00  1.8989E-01  1.8989E-01  1.9057E-01  1.4719E-01  4.3385E-02  1.5015E-01
  1.0000E+03  2.2156E+00  7.0500E+01  1.5950E+02  1.3096E+01  8.4355E+00  1.0472E-01  1.0472E-01  1.0859E-01  7.7037E-02  3.1553E-02  1.7560E-01
  1.0010E+03  2.2156E+00  7.0500E+01  1.5950E+02  1.3096E+01  8.4355E+00  6.8066E-02  6.8066E-02  7.2627E-02  4.9080E-02  2.3547E-02  2.1658E-01
  1.0020E+03  2.2156E+00  7.0500E+01  1.5950E+02  1.3096E+01  8.4355E+00  5.4284E-02  5.4284E-02  6.6440E-02  3.8662E-02  2.7778E-02  7.9540E-01
  1.0030E+03  2.2156E+00  1.1186E+02  1.5950E+02  6.4216E+00  8.4355E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.0040E+03  2.2156E+00  1.1186E+02  1.5950E+02  6.4216E+00  8.4355E+00  1.1980E-01  1.1980E-01  1.0842E-01  1.7890E-01 -7.0479E-02 -1.9303E-01
  1.0050E+03  2.2156E+00  1.1186E+02  1.5950E+02  6.4216E+00  8.4355E+00  6.2969E-01  6.2969E-01  7.0543E-01  8.9998E-01 -1.9455E-01 -1.3268E-01
  1.0060E+03  2.2156E+00  1.1186E+02  1.5950E+02  6.4216E+00  8.4355E+00  7.4708E-01  7.4708E-01  9.3462E-01  1.0002E+00 -6.5586E-02  2.1054E-01
  1.0070E+03  2.2156E+00  1.1186E+02  1.5950E+02  6.4216E+00  8.4355E+00  6.9724E-01  6.9724E-01  5.6560E-01  8.1994E-01 -2.5434E-01 -8.8274E-01
  1.0080E+03  2.2156E+00  1.1186E+02  1.5950E+02  6.4216E+00  8.4355E+00  5.4451E-01  5.4451E-01  3.6130E-01  4.9496E-01 -1.3366E-01 -1.4972E+00
  1.0090E+03  2.2156E+00  1.1186E+02  1.5950E+02  6.4216E+00  8.4355E+00  3.5832E-01  3.5832E-01  5.0740E-01  2.1982E-01  2.8758E-01  1.9929E+00
